Title,Company,Experience,Location,Salary,Job URL
"Oracle PLSQL ,  Unix - BLR",Photon,,,,https://www.timesjobs.com/job-detail/oracle-plsql-unix-blr-photon-bengaluru-bangalore-7-to-9-yrs-jobid-fctQ7Q2LNwhzpSvf__PLUS__uAgZw==&source=srp
